year,rank,artist,title,wiki.url,songlyrics.url,lyrics,song.length,label,genre,line_repeat_count,title_repeat_count
2009,10,The All-American Rejects,"""Gives You Hell""",https://en.wikipedia.org/wiki/Gives_You_Hell,https://www.songlyrics.com/the-all-american-rejects/gives-you-hell-lyrics/,"I wake up every evenin'
With a big smile on my face
And it never feels out of place
And you're still probably workin'
At a nine-to-five pace
I wonder how bad that tastes

When you see my face, hope it gives you hell, hope it gives you hell
When you walk my way, hope it gives you hell, hope it gives you hell

Now where's your picket fence, love?
And where's that shiny car?
And did it ever get you far?
You never seemed so tense, love
I've never seen you fall so hard
But do you know where you are?

And truth be told, I miss you (miss you)
And truth be told, I'm lyin'

When you see my face, hope it gives you hell, hope it gives you hell
When you walk my way, hope it gives you hell, hope it gives you hell
If you find a man that's worth a damn, and treats you well
Then he's a fool, you're just as well, hope it gives you hell
I hope it gives you hell

Tomorrow, you'll be thinking to yourself
Yeah, ""Where'd it all go wrong?""
But the list goes on and on

But truth be told, I miss you (miss you)
And truth be told, I'm lyin'

When you see my face, hope it gives you hell, hope it gives you hell
When you walk my way, hope it gives you hell, hope it gives you hell
When you find a man that's worth a damn, and treats you well
Then he's a fool, you're just as well, hope it gives you hell

Now you'll never see
What you've done to me
You can take back your memories, they're no good to me
And here's all your lies
You can look me in the eyes
With the sad, sad look that you wear so well

When you see my face, hope it gives you hell, hope it gives you hell
When you walk my way, hope it gives you hell, hope it gives you hell
If you find a man that's worth a damn, and treats you well
Then he's a fool, you're just as well, hope it gives you hell

When you see my face, hope it gives you hell, hope it gives you hell (hope it gives you hell)
When you walk my way, hope it gives you hell, hope it gives you hell (hope it gives you hell)
When you hear this song, and you sing along, but you never tell (but you never tell)
Then you're the fool, I'm just as well, hope it gives you hell (hope it gives you hell)

When you hear this song, I hope that it will give you hell (hope it gives you hell)
You can sing along, I hope that it puts you through hell",3:33,"DGC
Interscope","Pop-punk, pop rock, power pop",15,29
2010,1,Kesha,"""Tik Tok""",https://en.wikipedia.org/wiki/Tik_Tok_(song),https://www.songlyrics.com/kesha/tik-tok-lyrics/,"Wake up in the morning feelin' like P. Diddy (hey, what up, girl?)
Grab my glasses, I'm out the door, I'm gonna hit this city (let's go)
Before I leave, brush my teeth with a bottle of Jack
'Cause when I leave for the night, I ain't coming back

I'm talking pedicure on our toes, toes
Trying on all our clothes, clothes
Boys blowing up our phones, phones
Drop-topping, playing our favorite CDs
Pulling up to the parties
Trying to get a little bit tipsy

Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh

Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh

Ain't got a care in the world, but got plenty of beer
Ain't got no money in my pocket, but I'm already here
And now, the dudes are lining up 'cause they hear we got swagger
But we kick 'em to the curb unless they look like Mick Jagger

I'm talking about everybody getting crunk, crunk
Boys tryin' to touch my junk, junk
Gonna smack him if he getting too drunk, drunk
Now, now, we go until they kick us out, out
Or the police shut us down, down
Police shut us down, down
Po-po shut us

Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh

Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh

(DJ) you build me up
You break me down
My heart, it pounds
Yeah, you got me
With my hands up
You got me now
You got that sound
Yeah, you got me

(DJ) you build me up
You break me down
My heart, it pounds
Yeah, you got me
With my hands up
Put your hands up
Put your hands up

Now, the party don't start 'til I walk in

Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh

Don't stop, make it pop, DJ, blow my speakers up
Tonight, I'ma fight 'til we see the sunlight
Tick tock on the clock, but the party don't stop, no
Oh, woah, woah, oh, oh, woah, woah, oh",3:19,RCA,"Dance-pop, electropop, bitpop",37,0
2010,2,Lady Antebellum,"""Need You Now""",https://en.wikipedia.org/wiki/Need_You_Now_(Lady_Antebellum_song),NA,NA,"4:37 (album version)
3:56 (single version)",Capitol Nashville,Country,NA,NA
2010,3,Train,"""Hey, Soul Sister""","https://en.wikipedia.org/wiki/Hey,_Soul_Sister",https://www.songlyrics.com/train/hey-soul-sister-lyrics/,"Hey, hey
Hey-hey, hey-hey
Hey-hey, hey-hey

Your lipstick stains
On the front lobe of my left side brains
I knew I wouldn't forget you
And so I went and let you blow my mind

Your sweet moonbeam
The smell of you in every single dream I dream
I knew when we collided
You're the one I have decided who's one of my kind

Hey, soul sister
Ain't that Mr. Mister on the radio, stereo
The way you move ain't fair, you know
Hey, soul sister
I don't wanna miss a single thing you do tonight

Hey, hey
Hey-hey, hey-hey
Hey-hey, hey-hey

Just in time
I'm so glad you have a one-track mind like me
You gave my life direction
A game show love connection we can't deny

I'm so obsessed
My heart is bound to beat right out my untrimmed chest
I believe in you, like a virgin, you're Madonna
And I'm always gonna wanna blow your mind

Hey, soul sister
Ain't that Mr. Mister on the radio, stereo
The way you move ain't fair, you know
Hey, soul sister
I don't wanna miss a single thing you do tonight

The way you can cut a rug
Watching you is the only drug I need
So gangsta, I'm so thug
You're the only one I'm dreaming of

You see, I can be myself now finally
In fact, there's nothing I can't be
I want the world to see you'll be with me

Hey, soul sister
Ain't that Mr. Mister on the radio, stereo
The way you move ain't fair, you know

Hey, soul sister
I don't wanna miss a single thing you do tonight
Hey, soul sister
I don't wanna miss a single thing you do tonight

Hey, hey
Hey-hey, hey-hey
Hey-hey, hey-hey (tonight)

Hey, hey
Hey-hey, hey-hey
Hey-hey, hey-hey (tonight)",3:37,"Columbia
Sony",Pop rock,29,7
2010,4,Katy Perry featuring Snoop Dogg,"""California Gurls""",https://en.wikipedia.org/wiki/California_Gurls,https://www.songlyrics.com/katy-perry-featuring-snoop-dogg/california-gurls-lyrics/,"Greetings, loved ones
Let's take a journey

I know a place
Where the grass is really greener
Warm, wet and wild
There must be something in the water
Sippin' gin and juice
Laying underneath the palm trees, undone
The boys break their necks
Trying to creep a little sneak peek, at us

You could travel the world
But nothing comes close to the golden coast
Once you party with us
You'll be falling in love
Oh, oh-oh, oh-oh, oh-oh

California girls, we're unforgettable
Daisy Dukes, bikinis on top
Sun-kissed skin, so hot
We'll melt your popsicle
Oh-oh, oh-oh, oh oh
Oh-oh, oh-oh, oh-oh

California girls, we're undeniable
Fine, fresh, fierce, we got it on lock
West Coast represent
Now put your hands up
Oh-oh, oh-oh, oh oh
Oh-oh, oh-oh, oh-oh

Sex on the beach
We don't mind sand in our stilettos
We freak in my Jeep
Snoop Doggy Dogg on the stereo, oh-oh

You could travel the world
But nothing comes close to the golden coast
Once you party with us
You'll be falling in love
Oh, oh-oh, oh-oh, oh-oh

California girls, we're unforgettable
Daisy Dukes, bikinis on top
Sun-kissed skin, so hot
We'll melt your popsicle
Oh-oh, oh-oh, oh oh
Oh-oh, oh-oh, oh-oh

California girls, we're undeniable
Fine, fresh, fierce, we got it on lock
West Coast represent
Now put your hands up
Oh-oh, oh-oh, oh oh
Oh-oh, oh-oh, oh-oh

Toned tan, fit and ready
Turn it up 'cause it's getting heavy
Wild, wild West Coast
These are the girls I love the most
I mean the ones, I mean, like, she's the one
Kiss her, touch her, squeeze her buns (Ah!)
The girl's a freak, she drives a jeep and live on the beach
I'm okay, I won't play, I love the bait, just like I love L.A.
Venice Beach and Palm Springs, Summertime is everything
Homeboys bangin' out, all that ass hangin' out
Bikinis, zucchinis, martinis, no weenies, just a king and a queenie
Katy, my lady (yeah?), lookie here, baby (uh-huh!)
I'm all up on you 'cause you representin' California

California girls, we're unforgettable
Daisy Dukes, bikinis on top
Sun-kissed skin, so hot
We'll melt your popsicle
Oh-oh, oh-oh, oh oh
Oh-oh, oh-oh, oh-oh

California girls, we're undeniable
Fine, fresh, fierce, we got it on lock
West Coast represent (West Coast, West Coast)
Now put your hands up (ay)
Oh-oh, oh-oh, oh oh (ay)
Oh-oh, oh-oh, oh-oh

California
California girls (California girls, man)
California (I really wish you all could be a California girls)
California girls",3:56,Capitol,"Disco-pop, electropop",43,0
2010,5,Usher featuring will.i.am,"""OMG""",https://en.wikipedia.org/wiki/OMG_(Usher_song),https://www.songlyrics.com/usher-featuring-will-i-am/omg-lyrics/,"Oh my gosh
Baby let me-
I did it again, so I'ma let the beat drop
Oh myy-
Baby let me love you down

There's so many ways to love ya
Baby I can break you down
There's so many ways to love ya
Got me like, oh my gosh, I'm so in love

I found you finally, you make me wanna say
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Oh my gosh
You make me want to say
Oh, oh, oh, oh, oh, oh, oh, oh, oh
I fell in love with shawty when I seen her on the dance floor
She was dancing sexy, pop, pop, popping, dropping, dropping low
Never ever has a lady hit me on the first sight

This was something special; this was just like dynamite

Honey got a booty like pow, pow, pow

Honey got some boobies like wow, oh, wow
Girl you know I'm loving your, loving your style
Check, check, check, check, check, checking you out like
Ooh (oooh), she got it all
Sexy from her head to toe
& I want it all, it all, it all
Baby let me love you down
There's so many ways to love ya
Baby I can break you down
There's so many ways to love ya
Got me like, oh my gosh, I'm so in love

I found you finally, you make me want to say
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Oh my gosh
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
You make me want to say
You make me want to say
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Feel so hot for honey, out of all the girls up in the club

This one got me whipped, just offa one look, yep, I fell in love
This one something special, this one just like dynamite
O- o- o- o- o- o- o- out of sight
Fell in love with honey like my, oh my

Honey looking wonderful; fly, so fly
Honey like a supermodel; my, oh my
Baby, how you do that? Make a grown man cry
Ooh, baby, you got it all
Sexy from her head to toe
& I want it all, it all, it all
So, honey let me love you down
There's so many ways to love ya
Baby, I can break it down
There's so many ways to love ya
Got me like, oh my gosh, I'm so in love, I found you finally

You make me want to say
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Oh my gosh
Oh my gosh
Oh my
Oh my

Oh-oh my gosh
Oh my gosh
I did it again, so I'ma let the beat drop
Oh, oh, oh my
Oh, oh, oh my, my, my, my, my, my
Oh my gosh
Oh-oh, oh my
Oh, oh, oh my, my, my, my, my
Oh my gosh
Oh-oh, oh my
Oh-oh, oh my, my, my, my, my, my
Oh my gosh","4:45 (album version w/o will.i.am)
4:28 (radio edit)",LaFace,"Dance-pop, electropop, R&B",40,0
2010,6,B.o.B featuring Hayley Williams,"""Airplanes""",https://en.wikipedia.org/wiki/Airplanes_(song),NA,NA,3:01,"Grand Hustle
Rebel Rock
Atlantic
A&M/Octone (Oceania)","Emo rap, rap rock",NA,NA
2010,7,Eminem featuring Rihanna,"""Love the Way You Lie""",https://en.wikipedia.org/wiki/Love_the_Way_You_Lie,NA,NA,4:23,"Shady
Aftermath
Interscope","Hip hop, pop rap",NA,NA
2010,8,Lady Gaga,"""Bad Romance""",https://en.wikipedia.org/wiki/Bad_Romance,https://www.songlyrics.com/lady-gaga/bad-romance-lyrics/,"Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Caught in a bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

I want your ugly, I want your disease
I want your everything as long as it's free
I want your love
Love, love, love, I want your love (hey)

I want your drama, the touch of your hand (hey)
I want your leather-studded kiss in the sand
I want your love
Love, love, love, I want your love (love, love, love)
(I want your love)

You know that I want you
And you know that I need you
I want it bad, your bad romance

I want your love, and I want your revenge
You and me could write a bad romance (oh-oh-oh-oh-oh)
I want your love and all your lover's revenge
You and me could write a bad romance

Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Caught in a bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

I want your horror, I want your design
'Cause you're a criminal as long as you're mine
I want your love
Love, love, love, I want your love

I want your psycho, your vertigo shtick (hey)
Want you in my rear window, baby, you're sick
I want your love
Love, love, love, I want your love (love, love, love)
(I want your love)

You know that I want you
And you know that I need you ('cause I'm a free bitch, baby)
I want it bad, your bad romance

I want your love, and I want your revenge
You and me could write a bad romance (oh-oh-oh-oh-oh)
I want your love and all your lover's revenge
You and me could write a bad romance

Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Caught in a bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

Walk, walk, fashion baby
Work it, move that bitch crazy
Walk, walk, fashion baby
Work it, move that bitch crazy
Walk, walk, fashion baby
Work it, move that bitch crazy
Walk, walk, passion baby
Work it, I'm a free bitch, baby

I want your love, and I want your revenge
I want your love, I don't wanna be friends
J'veux ton amour, et je veux ta revanche
J'veux ton amour, I don't wanna be friends (oh-oh-oh-oh-oh, oh-oh-oh-oh)
No, I don't wanna be friends (oh-oh-oh, caught in a bad romance)
I don't wanna be friends (oh-oh-oh-oh-oh, oh-oh-oh-oh)
Want your bad romance (oh-oh-oh)
Caught in a bad romance
Want your bad romance

I want your love, and I want your revenge
You and me could write a bad romance (oh-oh-oh-oh-oh)
I want your love and all your lover's revenge
You and me could write a bad romance

Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
(Want your bad romance)
Caught in a bad romance
(Want your bad romance)
Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
(Want your bad romance)
Caught in a bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance","4:54 (album version)
4:21 (radio edit)
4:00 (short radio edit)","Streamline
KonLive
Cherrytree
Interscope","Electropop, dance-pop",76,29
2010,9,Taio Cruz,"""Dynamite""",https://en.wikipedia.org/wiki/Dynamite_(Taio_Cruz_song),https://www.songlyrics.com/taio-cruz/dynamite-lyrics/,"I came to dance, dance, dance, dance (yeah)
I hit the floor 'cause that's my plans, plans, plans, plans (yeah)
I'm wearing all my favorite brands, brands, brands, brands (yeah)
Give me some space for both my hands, hands, hands, hands
Yeah, yeah

'Cause it goes on, and on, and on
And it goes on, and on, and on, yeah

I throw my hands up in the air sometimes
Saying, ""Ayo, gotta let go""
I wanna celebrate and live my life
Saying, ""Ayo, baby, let's go""
'Cause we gon' rock this club, we gon' go all night
We gon' light it up like it's dynamite
'Cause I told you once, now I told you twice
We gon' light it up like it's dynamite

I came to move, move, move, move (yeah)
Get out the way of me and my crew, crew, crew, crew (yeah)
I'm in the club, so I'm gonna do, do, do, do (yeah)
Just what the f- I came here to do, do, do, do
Yeah, yeah

'Cause it goes on, and on, and on
And it goes on, and on, and on, yeah

I throw my hands up in the air sometimes
Saying, ""Ayo, gotta let go""
I wanna celebrate and live my life
Saying, ""Ayo, baby, let's go""
'Cause we gon' rock this club, we gon' go all night
We gon' light it up like it's dynamite
'Cause I told you once, now I told you twice
We gon' light it up like it's dynamite

I'm gonna take it all, I
I'm gonna be the last one standing
Higher overall, I
I'm gonna be the last one landing
'Cause I-I-I believe it
And I-I-I, I just want it all
I just want it all
I'm gonna put my hands in the air, ha-hands in the air
Put your hands in the air-air-air-air-air-air-air-air

I throw my hands up in the air sometimes
Saying, ""Ayo, gotta let go""
I wanna celebrate and live my life
Saying, ""Ayo, baby, let's go""

'Cause we gon' rock this club, we gon' go all night
We gon' light it up like it's dynamite
'Cause I told you once, now I told you twice
We gon' light it up like it's dynamite",3:22,Island,"Electropop, dance-pop",30,6
2010,10,Taio Cruz featuring Ludacris,"""Break Your Heart""",https://en.wikipedia.org/wiki/Break_Your_Heart,NA,NA,"3:23 (original version)
3:05 (single version/remix with Ludacris)","Island
Mercury","Dance-pop, electropop",NA,NA
2011,1,Adele,"""Rolling in the Deep""",https://en.wikipedia.org//en.wikipedia.org/wiki/Rolling_in_the_Deep,https://www.songlyrics.com/adele/rolling-in-the-deep-lyrics/,"There's a fire starting in my heart
Reaching a fever pitch and it's bring me out the dark
Finally, I can see you crystal clear
Go ahead and sell me out and I'll lay your ship bare
See how I'll leave with every piece of you
Don't underestimate the things that I will do

There's a fire starting in my heart
Reaching a fever pitch and it's bring me out the dark
The scars of your love remind me of us
They keep me thinking that we almost had it all
The scars of your love, they leave me breathless

I can't help feeling
We could have had it all
(You're gonna wish you never had met me)
Rolling in the deep

(Tears are gonna fall, rolling in the deep)
You had my heart inside of your hands
(You're gonna wish you never had met me)
And you played it to the beat

(Tears are gonna fall, rolling in the deep)

Baby, I have no story to be told
But I've heard one on you and I'm gonna make your head burn

Think of me in the depths of your despair
Make a home down there as mine sure won't be shared
The scars of your love remind me of us
(You're gonna wish you never had met me)

They keep me thinking that we almost had it all
(Tears are gonna fall, rolling in the deep)
The scars of your love, they leave me breathless
(You're gonna wish you never had met me)

I can't help feeling
(Tears are gonna fall, rolling in the deep)
We could have had it all
(You're gonna wish you never had met me)

Rolling in the deep
(Tears are gonna fall, rolling in the deep)
You had my heart inside of your hands
(You're gonna wish you never had met me)
And you played it to the beat
(Tears are gonna fall, rolling in the deep)

Could have had it all
Rolling in the deep
You had my heart inside of your hands
But you played it with a beating
Throw your soul through every open door
Count your blessings to find what you look for
Turn my sorrow into treasured gold
You'll pay me back in kind and reap just what you've sown
(You're gonna wish you never had met me)
We could have had it all
(Tears are gonna fall, rolling in the deep)
We could have had it all
(You're gonna wish you never had met me)
It all, it all, it all
(Tears are gonna fall, rolling in the deep)
We could have had it all
(You're gonna wish you never had met me)
Rolling in the deep
(Tears are gonna fall, rolling in the deep)
You had my heart inside of your hands
(You're gonna wish you never had met me)
And you played it to the beat
(Tears are gonna fall, rolling in the deep)
We could have had it all
(You're gonna wish you never had met me)
Rolling in the deep
(Tears are gonna fall, rolling in the deep)
You had my heart inside of your hands
(You're gonna wish you never had met me)
But you played it
You played it
You played it
You played it to the beat.",NA,NA,NA,56,16
2011,2,LMFAO featuring Lauren Bennett and GoonRock,"""Party Rock Anthem""",https://en.wikipedia.org//en.wikipedia.org/wiki/Party_Rock_Anthem,NA,NA,NA,NA,NA,NA,NA
2011,3,Katy Perry,"""Firework""",https://en.wikipedia.org//en.wikipedia.org/wiki/Firework_(song),https://www.songlyrics.com/katy-perry/firework-lyrics/,"Do you ever feel like a plastic bag
Drifting through the wind, wanting to start again?
Do you ever feel, feel so paper-thin
Like a house of cards, one blow from caving in?
Do you ever feel already buried deep
Six feet under? Screams, but no one seems to hear a thing
Do you know that there's still a chance for you?
'Cause there's a spark in you

You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July

'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""Aw! Aw! Aw!""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Aw! Aw! Aw!""
You're gonna leave them all in awe, awe, awe

You don't have to feel like a wasted space
You're original, cannot be replaced
If you only knew what the future holds
After a hurricane comes a rainbow
Maybe a reason why all the doors are closed
So you could open one that leads you to the perfect road
Like a lightning bolt, your heart will glow
And when it's time, you'll know

You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July

'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""Aw! Aw! Aw!""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Aw! Aw! Aw!""
You're gonna leave them all in awe, awe, awe

Boom, boom, boom
Even brighter than the moon, moon, moon
It's always been inside of you, you, you
And now it's time to let it through

'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""Aw! Aw! Aw!""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Aw! Aw! Aw!""
You're gonna leave them all in awe, awe, awe

Boom, boom, boom
Even brighter than the moon, moon, moon
Boom, boom, boom
Even brighter than the moon, moon, moon",NA,NA,NA,38,6
2011,4,Katy Perry featuring Kanye West,"""E.T.""",https://en.wikipedia.org//en.wikipedia.org/wiki/E.T._(song),NA,NA,NA,NA,NA,NA,NA
2011,5,"Pitbull featuring Ne-Yo, Afrojack and Nayer","""Give Me Everything""",https://en.wikipedia.org//en.wikipedia.org/wiki/Give_Me_Everything_(Pitbull_song),NA,NA,NA,NA,NA,NA,NA
2011,6,Bruno Mars,"""Grenade""",https://en.wikipedia.org//en.wikipedia.org/wiki/Grenade_(song),https://www.songlyrics.com/bruno-mars/grenade-lyrics/,"Easy come, easy go, that's just how you live
Oh, take, take, take it all but you never give
Should've known you was trouble from the first kiss
Had your eyes wide open, ah, why were they open?

Gave you all I had, and you tossed it in the trash
You tossed it in the trash, you did
To give me all your love is all I ever asked
'Cause what you don't understand is

I'd catch a grenade for ya (yeah-yeah-yeah)
Throw my hand on a blade for ya (yeah-yeah-yeah)
I'd jump in front of a train for ya (yeah-yeah-yeah)
You know I'd do anything for ya (yeah-yeah-yeah)

Oh-oh, oh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for you, baby
But you won't do the same

No, no, no, no

Uh, black, black, black and blue, beat me 'til I'm numb
Tell the devil I said ""hey"" when you get back to where you're from
Madwoman, bad woman, that's just what you are
Yeah, you'll smile in my face then rip the brakes out my car

Gave you all I had, and you tossed it in the trash
You tossed it in the trash, yes, you did
To give me all your love is all I ever asked
'Cause what you don't understand is

I'd catch a grenade for ya (yeah-yeah-yeah)
Throw my hand on a blade for ya (yeah-yeah-yeah)
I'd jump in front of a train for ya (yeah-yeah-yeah)
You know I'd do anything for ya (yeah-yeah-yeah)

Oh-oh, oh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for you, baby
But you won't do the same (no)

If my body was on fire (no)
Ooh, you'd watch me burn down in flames (no)
You said you loved me, you're a liar
'Cause you never, ever, ever did, baby

Uh, but darling, I'd still catch a grenade for ya (yeah-yeah-yeah)
Throw my hand on a blade for ya (yeah-yeah-yeah)
I'd jump in front of a train for ya (yeah-yeah-yeah)
You know I'd do anything for ya (yeah-yeah-yeah)

Oh-oh, oh-oh, I would go through all this pain, yeah
Take a bullet straight through my brain
Yes, I would die for you, baby
But you won't do the same

No, you won't do the same
You wouldn't do the same
Ooh, you'll never do the same
No, no, no, no",NA,NA,NA,29,3
2011,7,CeeLo Green,"""Fuck You (Forget You)""",https://en.wikipedia.org//en.wikipedia.org/wiki/Fuck_You_(CeeLo_Green_song),NA,NA,NA,NA,NA,NA,NA
2011,8,Nicki Minaj,"""Super Bass""",https://en.wikipedia.org//en.wikipedia.org/wiki/Super_Bass,https://www.songlyrics.com/nicki-minaj/super-bass-lyrics/,"This one is for the boys with the booming system
Top down, AC with the cooler system
When he come up in the club, he be blazin' up
Got stacks on deck like he saving up

And he ill, he real, he might gotta deal
He pop bottles and he got the right kind of build
He cold, he dope, he might sell coke
He always in the air, but he never fly coach
He a motherfuckin' trip, trip, sailor of the ship, ship
When he make it drip, drip, kiss him on the lip, lip
That's the kinda dude I was lookin' for
And yes, you'll get slapped if you're looking, hoe

I said, ""Excuse me, you're a hell of a guy""
I mean my, my, my, my you're like pelican fly
I mean, you're so shy and I'm loving your tie
You're like slicker than the guy with the thing on his eye, oh
Yes, I did, yes, I did
Somebody please tell him who the f I is
I am Nicki Minaj, I mack them dudes up
Back coupes up and chuck the deuce up

Boy, you got my heartbeat running away
Beating like a drum and it's coming your way
Can't you hear that
Boom, ba-doom, boom-boom, ba-doom, boom, bass
He got that super bass
Boom, ba-doom, boom-boom, ba-doom, boom, bass
Yeah, that's that super bass

Boom, boom (bass), boom, boom (bass)
Boom, boom (bass), boom, boom (bass)
Boom, boom (bass), boom, boom (bass)
Boom, boom (bass), boom, boom (bass)

Boom, ba-doom, boom-boom, ba-doom, boom, bass
He got that super bass
Boom-boom, ba-doom, boom-boom, ba-doom, boom, bass
Yeah, that's the super bass (yo, yo)

This one is for the boys in the polos
Entrepreneur niggas and the moguls
He could ball with the crew, he could solo
But I think I like him better when he dolo
And I think I like him better with the fitted cap on
He ain't even gotta try to put the mack on
He just gotta give me that look, when he give me that look
Then the panties coming off, off, uh

Excuse me, you're a hell of a guy
You know I really got a thing for American guys
I mean, sigh, sickening eyes
I can tell that you're in touch with your feminine side, uh
Yes, I did, yes, I did
Somebody please tell him who the f I is
I am Nicki Minaj, I mack them dudes up
Back coupes up and chuck the deuce up

Boy, you got my heartbeat running away
Beating like a drum and it's coming your way
Can't you hear that
Boom, ba-doom, boom-boom, ba-doom, boom, bass
He got that super bass
Boom, ba-doom, boom-boom, ba-doom, boom, bass
Yeah, that's that super bass

Boom, boom (bass), boom, boom (bass)
Boom, boom (bass), boom, boom (bass)
Boom, boom (bass), boom, boom (bass)
Boom, boom (bass), boom, boom (bass)

Boom, ba-doom, boom-boom, ba-doom, boom, bass
He got that super bass
Boom-boom, ba-doom, boom-boom, ba-doom, boom, bass
Yeah, that's the super bass

See, I need you in my life for me to stay
Know, know, know, know, know, I know you'll stay
No, no, no, no, no, don't go away, hey
Boy, you got my heartbeat runnin' away
Don't you hear that heartbeat comin' your way
Oh, it be like
Boom, ba-doom, boom-boom, ba-doom, boom, bass
Can't you hear that
Boom, ba-doom, boom-boom, ba-doom, boom, bass (hey)

Boy, you got my heartbeat running away
Beating like a drum and it's coming your way
Can't you hear that
Boom, ba-doom, boom-boom, ba-doom, boom, bass
He got that super bass
Boom, ba-doom, boom-boom, ba-doom, boom, bass
Yeah, that's that super bass

Boom, boom (bass), boom, boom (bass)
Boom, boom (bass), boom, boom (bass)
Boom, boom (bass), boom, boom (bass)
Boom, boom (bass), boom, boom (bass)

Boom, ba-doom, boom-boom, ba-doom, boom, bass
He got that super bass
Boom-boom, ba-doom, boom-boom, ba-doom, boom, bass
Yeah, that's the super bass",NA,NA,NA,54,12
2011,9,Maroon 5 featuring Christina Aguilera,"""Moves like Jagger""",https://en.wikipedia.org//en.wikipedia.org/wiki/Moves_like_Jagger,NA,NA,NA,NA,NA,NA,NA
